,cate,cate_flag,price_9,price_8,price_7,price_6,price_5,price_4,price_3,price_2,price_1,amount_7,amount_6,amount_5,amount_4,amount_3,amount_2,amount_1,wt_7,wt_6,wt_5,wt_4,wt_3,wt_2,wt_1,date
4421,冬瓜,14,4.111965811965812,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,1745.3499999999924,320.12,306.45,167.98,256.66,167.74,151.92999999999995,411.26,76.6,60.76,43.34,64.18,37.14,28.0,2020-12-17
4447,冬瓜,14,4.163291966035271,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,320.12,306.45,167.98,256.66,167.74,151.92999999999995,311.39,76.6,60.76,43.34,64.18,37.14,28.0,47.38,2020-12-18
4473,冬瓜,14,4.243908962699977,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,306.45,167.98,256.66,167.74,151.92999999999995,311.39,211.31,60.76,43.34,64.18,37.14,28.0,47.38,49.14,2020-12-19
4499,冬瓜,14,4.17911227154047,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,167.98,256.66,167.74,151.92999999999995,311.39,211.31,190.13,43.34,64.18,37.14,28.0,47.38,49.14,31.14,2020-12-20
4525,冬瓜,14,5.043614219881501,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,256.66,167.74,151.92999999999995,311.39,211.31,190.13,267.28,64.18,37.14,28.0,47.38,49.14,31.14,34.7,2020-12-21
4551,冬瓜,14,3.8758652514997687,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,167.74,151.92999999999995,311.39,211.31,190.13,267.28,287.13,37.14,28.0,47.38,49.14,31.14,34.7,45.16,2020-12-22
4577,冬瓜,14,3.999065129323776,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,151.92999999999995,311.39,211.31,190.13,267.28,287.13,206.06,28.0,47.38,49.14,31.14,34.7,45.16,38.8,2020-12-23
4603,冬瓜,14,4.516424340333872,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,311.39,211.31,190.13,267.28,287.13,206.06,226.03,47.38,49.14,31.14,34.7,45.16,38.8,39.68,2020-12-24
4629,冬瓜,14,5.426071428571428,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,211.31,190.13,267.28,287.13,206.06,226.03,386.70000000000016,49.14,31.14,34.7,45.16,38.8,39.68,64.92,2020-12-25
4655,冬瓜,14,6.572182355424229,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,190.13,267.28,287.13,206.06,226.03,386.70000000000016,245.49,31.14,34.7,45.16,38.8,39.68,64.92,47.42,2020-12-26
4681,冬瓜,14,4.3001628001628,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,267.28,287.13,206.06,226.03,386.70000000000016,245.49,375.87000000000006,34.7,45.16,38.8,39.68,64.92,47.42,74.04,2020-12-27
4707,冬瓜,14,6.105651894669236,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,287.13,206.06,226.03,386.70000000000016,245.49,375.87000000000006,244.22,45.16,38.8,39.68,64.92,47.42,74.04,50.12,2020-12-28
4733,冬瓜,14,7.702593659942362,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,206.06,226.03,386.70000000000016,245.49,375.87000000000006,244.22,299.26,38.8,39.68,64.92,47.42,74.04,50.12,61.9,2020-12-29
4759,冬瓜,14,6.358060230292294,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,226.03,386.70000000000016,245.49,375.87000000000006,244.22,299.26,446.41,39.68,64.92,47.42,74.04,50.12,61.9,85.22,2020-12-30
4785,冬瓜,14,5.310824742268041,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,386.70000000000016,245.49,375.87000000000006,244.22,299.26,446.41,321.97,64.92,47.42,74.04,50.12,61.9,85.22,55.46,2020-12-31
4811,冬瓜,14,5.69632056451613,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,245.49,375.87000000000006,244.22,299.26,446.41,321.97,353.28,47.42,74.04,50.12,61.9,85.22,55.46,67.42,2021-01-01
4837,冬瓜,14,5.956561922365991,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,375.87000000000006,244.22,299.26,446.41,321.97,353.28,390.59,74.04,50.12,61.9,85.22,55.46,67.42,82.92,2021-01-02
4863,冬瓜,14,5.176929565584142,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,244.22,299.26,446.41,321.97,353.28,390.59,185.96,50.12,61.9,85.22,55.46,67.42,82.92,42.06,2021-01-03
4889,冬瓜,14,5.076580226904377,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,299.26,446.41,321.97,353.28,390.59,185.96,382.18,61.9,85.22,55.46,67.42,82.92,42.06,68.0,2021-01-04
4915,冬瓜,14,4.872705506783719,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,446.41,321.97,353.28,390.59,185.96,382.18,179.86,85.22,55.46,67.42,82.92,42.06,68.0,37.08,2021-01-05
4941,冬瓜,14,4.834571890145397,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,321.97,353.28,390.59,185.96,382.18,179.86,416.87,55.46,67.42,82.92,42.06,68.0,37.08,75.6,2021-01-06
4967,冬瓜,14,5.238324337010091,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,353.28,390.59,185.96,382.18,179.86,416.87,419.47999999999985,67.42,82.92,42.06,68.0,37.08,75.6,77.68,2021-01-07
4993,冬瓜,14,5.805445366029572,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,390.59,185.96,382.18,179.86,416.87,419.47999999999985,461.3700000000002,82.92,42.06,68.0,37.08,75.6,77.68,92.14,2021-01-08
5019,冬瓜,14,5.239988134084841,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,185.96,382.18,179.86,416.87,419.47999999999985,461.3700000000002,427.86,42.06,68.0,37.08,75.6,77.68,92.14,84.04,2021-01-09
5045,冬瓜,14,4.710443801254222,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,382.18,179.86,416.87,419.47999999999985,461.3700000000002,427.86,459.13000000000017,68.0,37.08,75.6,77.68,92.14,84.04,95.84,2021-01-10
5071,冬瓜,14,4.421302900618164,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,179.86,416.87,419.47999999999985,461.3700000000002,427.86,459.13000000000017,364.12000000000006,37.08,75.6,77.68,92.14,84.04,95.84,64.24,2021-01-11
5097,冬瓜,14,5.620294117647059,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,416.87,419.47999999999985,461.3700000000002,427.86,459.13000000000017,364.12000000000006,545.6700000000002,75.6,77.68,92.14,84.04,95.84,64.24,76.04,2021-01-12
5123,冬瓜,14,4.85059331175836,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,419.47999999999985,461.3700000000002,427.86,459.13000000000017,364.12000000000006,545.6700000000002,440.84999999999985,77.68,92.14,84.04,95.84,64.24,76.04,76.26,2021-01-13
5149,冬瓜,14,5.514153439153438,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,461.3700000000002,427.86,459.13000000000017,364.12000000000006,545.6700000000002,440.84999999999985,301.1,92.14,84.04,95.84,64.24,76.04,76.26,54.88,2021-01-14
5175,冬瓜,14,5.4001029866117385,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,427.86,459.13000000000017,364.12000000000006,545.6700000000002,440.84999999999985,301.1,751.3699999999999,84.04,95.84,64.24,76.04,76.26,54.88,127.8,2021-01-15
5201,冬瓜,14,5.00727154330367,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,459.13000000000017,364.12000000000006,545.6700000000002,440.84999999999985,301.1,751.3699999999999,408.19,95.84,64.24,76.04,76.26,54.88,127.8,81.4,2021-01-16
5227,冬瓜,14,5.091147072822466,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,364.12000000000006,545.6700000000002,440.84999999999985,301.1,751.3699999999999,408.19,295.96,64.24,76.04,76.26,54.88,127.8,81.4,57.14,2021-01-17
5253,冬瓜,14,4.790588480801337,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,545.6700000000002,440.84999999999985,301.1,751.3699999999999,408.19,295.96,350.02,76.04,76.26,54.88,127.8,81.4,57.14,64.86,2021-01-18
5279,冬瓜,14,5.668119551681197,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,440.84999999999985,301.1,751.3699999999999,408.19,295.96,350.02,294.2100000000001,76.26,54.88,127.8,81.4,57.14,64.86,48.72,2021-01-19
5305,冬瓜,14,7.176091530773278,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,301.1,751.3699999999999,408.19,295.96,350.02,294.2100000000001,625.1099999999999,54.88,127.8,81.4,57.14,64.86,48.72,107.14,2021-01-20
5331,冬瓜,14,5.780881195908733,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,751.3699999999999,408.19,295.96,350.02,294.2100000000001,625.1099999999999,356.67000000000013,127.8,81.4,57.14,64.86,48.72,107.14,63.94,2021-01-21
5357,冬瓜,14,5.486516034985422,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,408.19,295.96,350.02,294.2100000000001,625.1099999999999,356.67000000000013,362.24,81.4,57.14,64.86,48.72,107.14,63.94,72.6,2021-01-22
5383,冬瓜,14,5.879264475743347,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,295.96,350.02,294.2100000000001,625.1099999999999,356.67000000000013,362.24,500.47,57.14,64.86,48.72,107.14,63.94,72.6,94.96,2021-01-23
5409,冬瓜,14,5.014619164619164,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,350.02,294.2100000000001,625.1099999999999,356.67000000000013,362.24,500.47,525.43,64.86,48.72,107.14,63.94,72.6,94.96,75.24,2021-01-24
5435,冬瓜,14,5.179558977948896,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,294.2100000000001,625.1099999999999,356.67000000000013,362.24,500.47,525.43,644.05,48.72,107.14,63.94,72.6,94.96,75.24,101.14,2021-01-25
5461,冬瓜,14,5.39654640764724,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,625.1099999999999,356.67000000000013,362.24,500.47,525.43,644.05,240.67,107.14,63.94,72.6,94.96,75.24,101.14,44.64,2021-01-26
5487,冬瓜,14,6.038793103448278,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,356.67000000000013,362.24,500.47,525.43,644.05,240.67,314.78,63.94,72.6,94.96,75.24,101.14,44.64,51.52,2021-01-27
5513,冬瓜,14,5.834515587082322,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,362.24,500.47,525.43,644.05,240.67,314.78,205.46,72.6,94.96,75.24,101.14,44.64,51.52,255.4,2021-01-28
5539,冬瓜,14,5.578198310916486,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,500.47,525.43,644.05,240.67,314.78,205.46,527.8,94.96,75.24,101.14,44.64,51.52,255.4,79.2,2021-01-29
5565,冬瓜,14,4.989531680440772,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,525.43,644.05,240.67,314.78,205.46,527.8,312.51,75.24,101.14,44.64,51.52,255.4,79.2,42.46,2021-01-30
5591,冬瓜,14,5.2703243470935135,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,644.05,240.67,314.78,205.46,527.8,312.51,198.3,101.14,44.64,51.52,255.4,79.2,42.46,40.46,2021-01-31
5617,冬瓜,14,6.983386496544392,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,240.67,314.78,205.46,527.8,312.51,198.3,250.70999999999995,44.64,51.52,255.4,79.2,42.46,40.46,32.06,2021-02-01
5643,冬瓜,14,6.3679058730472615,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,314.78,205.46,527.8,312.51,198.3,250.70999999999995,248.82,51.52,255.4,79.2,42.46,40.46,32.06,33.92,2021-02-02
5669,冬瓜,14,5.391353046594981,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,205.46,527.8,312.51,198.3,250.70999999999995,248.82,992.7099999999997,255.4,79.2,42.46,40.46,32.06,33.92,150.88,2021-02-03
5695,冬瓜,14,6.109860248447204,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,527.8,312.51,198.3,250.70999999999995,248.82,992.7099999999997,367.21000000000015,79.2,42.46,40.46,32.06,33.92,150.88,48.64,2021-02-04
5721,冬瓜,14,0.8044635865309318,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,312.51,198.3,250.70999999999995,248.82,992.7099999999997,367.21000000000015,274.12999999999994,42.46,40.46,32.06,33.92,150.88,48.64,45.46,2021-02-05
5747,冬瓜,14,6.6641414141414135,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,198.3,250.70999999999995,248.82,992.7099999999997,367.21000000000015,274.12999999999994,308.34,40.46,32.06,33.92,150.88,48.64,45.46,52.88,2021-02-06
5773,冬瓜,14,7.360103626943006,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,250.70999999999995,248.82,992.7099999999997,367.21000000000015,274.12999999999994,308.34,310.42,32.06,33.92,150.88,48.64,45.46,52.88,56.16,2021-02-07
5799,冬瓜,14,4.9011369253583785,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,248.82,992.7099999999997,367.21000000000015,274.12999999999994,308.34,310.42,298.9600000000001,33.92,150.88,48.64,45.46,52.88,56.16,47.96,2021-02-08
5825,冬瓜,14,7.820024953212724,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,992.7099999999997,367.21000000000015,274.12999999999994,308.34,310.42,298.9600000000001,478.69000000000017,150.88,48.64,45.46,52.88,56.16,47.96,75.98,2021-02-09
5851,冬瓜,14,7.335495283018867,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,367.21000000000015,274.12999999999994,308.34,310.42,298.9600000000001,478.69000000000017,562.95,48.64,45.46,52.88,56.16,47.96,75.98,87.1,2021-02-10
5877,冬瓜,14,6.579467126192997,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,274.12999999999994,308.34,310.42,298.9600000000001,478.69000000000017,562.95,160.24,45.46,52.88,56.16,47.96,75.98,87.1,27.8,2021-02-11
5903,冬瓜,14,7.549547697368424,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,308.34,310.42,298.9600000000001,478.69000000000017,562.95,160.24,49.15000000000001,52.88,56.16,47.96,75.98,87.1,27.8,9.3,2021-02-12
5929,冬瓜,14,6.0301363836339625,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,310.42,298.9600000000001,478.69000000000017,562.95,160.24,49.15000000000001,83.04,56.16,47.96,75.98,87.1,27.8,9.3,17.7,2021-02-13
5955,冬瓜,14,5.830937972768532,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,298.9600000000001,478.69000000000017,562.95,160.24,49.15000000000001,83.04,75.44999999999997,47.96,75.98,87.1,27.8,9.3,17.7,12.8,2021-02-14
5981,冬瓜,14,5.527421652421651,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,478.69000000000017,562.95,160.24,49.15000000000001,83.04,75.44999999999997,180.42,75.98,87.1,27.8,9.3,17.7,12.8,29.4,2021-02-15
6007,冬瓜,14,6.233527939949959,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,562.95,160.24,49.15000000000001,83.04,75.44999999999997,180.42,217.99,87.1,27.8,9.3,17.7,12.8,29.4,39.6,2021-02-16
6033,冬瓜,14,6.300210581732037,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,160.24,49.15000000000001,83.04,75.44999999999997,180.42,217.99,194.51,27.8,9.3,17.7,12.8,29.4,39.6,34.98,2021-02-17
6059,冬瓜,14,6.463260619977037,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,49.15000000000001,83.04,75.44999999999997,180.42,217.99,194.51,127.76999999999998,9.3,17.7,12.8,29.4,39.6,34.98,25.88,2021-02-18
6085,冬瓜,14,5.764028776978417,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,83.04,75.44999999999997,180.42,217.99,194.51,127.76999999999998,167.26,17.7,12.8,29.4,39.6,34.98,25.88,28.68,2021-02-19
6111,冬瓜,14,5.284946236559142,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,75.44999999999997,180.42,217.99,194.51,127.76999999999998,167.26,119.67,12.8,29.4,39.6,34.98,25.88,28.68,22.58,2021-02-20
6137,冬瓜,14,4.691525423728813,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,180.42,217.99,194.51,127.76999999999998,167.26,119.67,146.11,29.4,39.6,34.98,25.88,28.68,22.58,26.06,2021-02-21
6163,冬瓜,14,5.894531249999999,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,217.99,194.51,127.76999999999998,167.26,119.67,146.11,185.64,39.6,34.98,25.88,28.68,22.58,26.06,41.24,2021-02-22
6189,冬瓜,14,6.136734693877551,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,194.51,127.76999999999998,167.26,119.67,146.11,185.64,370.28,34.98,25.88,28.68,22.58,26.06,41.24,51.86,2021-02-23
6215,冬瓜,14,5.5047979797979805,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,127.76999999999998,167.26,119.67,146.11,185.64,370.28,120.93000000000002,25.88,28.68,22.58,26.06,41.24,51.86,22.36,2021-02-24
6241,冬瓜,14,5.5606060606060606,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,167.26,119.67,146.11,185.64,370.28,120.93000000000002,241.7,28.68,22.58,26.06,41.24,51.86,22.36,38.48,2021-02-25
6267,冬瓜,14,4.937017001545595,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,119.67,146.11,185.64,370.28,120.93000000000002,241.7,225.69,22.58,26.06,41.24,51.86,22.36,38.48,47.84,2021-02-26
6293,冬瓜,14,5.831938633193864,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,146.11,185.64,370.28,120.93000000000002,241.7,225.69,283.85,26.06,41.24,51.86,22.36,38.48,47.84,46.3,2021-02-27
6319,冬瓜,14,5.299822852081487,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,185.64,370.28,120.93000000000002,241.7,225.69,283.85,239.9,41.24,51.86,22.36,38.48,47.84,46.3,41.34,2021-02-28
6345,冬瓜,14,5.606676899462778,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,370.28,120.93000000000002,241.7,225.69,283.85,239.9,239.68,51.86,22.36,38.48,47.84,46.3,41.34,29.36,2021-03-01
6371,冬瓜,14,4.501454898157129,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,120.93000000000002,241.7,225.69,283.85,239.9,239.68,214.3,22.36,38.48,47.84,46.3,41.34,29.36,33.96,2021-03-02
6397,冬瓜,14,7.13999228692634,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,241.7,225.69,283.85,239.9,239.68,214.3,169.37,38.48,47.84,46.3,41.34,29.36,33.96,24.62,2021-03-03
6423,冬瓜,14,5.408318425760287,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,225.69,283.85,239.9,239.68,214.3,169.37,251.00000000000003,47.84,46.3,41.34,29.36,33.96,24.62,29.88,2021-03-04
6449,冬瓜,14,6.281185031185031,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,283.85,239.9,239.68,214.3,169.37,251.00000000000003,221.4,46.3,41.34,29.36,33.96,24.62,29.88,40.74,2021-03-05
6475,冬瓜,14,4.717600334448161,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,239.9,239.68,214.3,169.37,251.00000000000003,221.4,213.39,41.34,29.36,33.96,24.62,29.88,40.74,33.88,2021-03-06
6501,冬瓜,14,6.130669546436285,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,239.68,214.3,169.37,251.00000000000003,221.4,213.39,135.74000000000004,29.36,33.96,24.62,29.88,40.74,33.88,27.02,2021-03-07
6527,冬瓜,14,5.803096274794388,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,214.3,169.37,251.00000000000003,221.4,213.39,135.74000000000004,310.28,33.96,24.62,29.88,40.74,33.88,27.02,47.44,2021-03-08
6553,冬瓜,14,8.163487738419617,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,169.37,251.00000000000003,221.4,213.39,135.74000000000004,310.28,173.85000000000005,24.62,29.88,40.74,33.88,27.02,47.44,26.06,2021-03-09
6579,冬瓜,14,6.310365135453474,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,251.00000000000003,221.4,213.39,135.74000000000004,310.28,173.85000000000005,151.68,29.88,40.74,33.88,27.02,47.44,26.06,23.7,2021-03-10
6605,冬瓜,14,6.879366368805848,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,5.8564231738035275,221.4,213.39,135.74000000000004,310.28,173.85000000000005,151.68,139.5,40.74,33.88,27.02,47.44,26.06,23.7,23.82,2021-03-11
6631,冬瓜,14,8.400267737617137,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,5.8564231738035275,5.681100356597048,213.39,135.74000000000004,310.28,173.85000000000005,151.68,139.5,223.04000000000005,33.88,27.02,47.44,26.06,23.7,23.82,39.26,2021-03-12
6657,冬瓜,14,5.4344624447717225,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,5.8564231738035275,5.681100356597048,6.8630289532293975,135.74000000000004,310.28,173.85000000000005,151.68,139.5,223.04000000000005,123.26,27.02,47.44,26.06,23.7,23.82,39.26,17.96,2021-03-13
6683,冬瓜,14,6.29840613931523,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,5.8564231738035275,5.681100356597048,6.8630289532293975,5.323857868020307,310.28,173.85000000000005,151.68,139.5,223.04000000000005,123.26,104.88,47.44,26.06,23.7,23.82,39.26,17.96,19.7,2021-03-14
6709,冬瓜,14,5.023686158401184,6.540472175379428,6.6711435149654665,6.4,5.8564231738035275,5.681100356597048,6.8630289532293975,5.323857868020307,4.9426934097421205,173.85000000000005,151.68,139.5,223.04000000000005,123.26,104.88,138.0,26.06,23.7,23.82,39.26,17.96,19.7,27.92,2021-03-15
